raceId,driverId,driverFullName,stop,lap,time,duration,milliseconds
3,6,Valtteri Bottas,1,24,16:07:38,20.732,20732
3,6,Valtteri Bottas,2,25,16:47:09,23.360,23360
3,17,Charles Leclerc,1,19,16:15:31,24.780,24780
3,17,Charles Leclerc,2,31,16:55:02,23.462,23462
3,27,Carlos Sainz,1,13,14:53:31,30.257,30257
3,27,Carlos Sainz,2,17,15:15:42,27.265,27265
3,20,Lando Norris,1,18,16:46:53,23.954,23954
3,20,Lando Norris,2,48,14:41:16,26.153,26153
3,25,Daniel Ricciardo,1,11,15:25:30,23.245,23245
3,25,Daniel Ricciardo,2,15,15:47:48,25.437,25437
3,2,Fernando Alonso,1,22,15:16:09,26.890,26890
3,2,Fernando Alonso,2,32,15:00:18,29.190,29190
3,2,Fernando Alonso,3,51,15:43:20,27.853,27853
3,21,Esteban Ocon,1,10,16:22:54,29.204,29204
3,21,Esteban Ocon,2,14,16:58:41,27.574,27574
3,21,Esteban Ocon,3,51,15:17:17,24.966,24966
3,33,Sebastian Vettel,1,24,15:49:43,26.908,26908
3,33,Sebastian Vettel,2,45,16:43:37,24.461,24461
3,33,Sebastian Vettel,3,49,16:21:43,23.693,23693
3,30,Lance Stroll,1,19,14:43:00,29.472,29472
3,30,Lance Stroll,2,28,14:26:06,21.613,21613
3,10,Pierre Gasly,1,36,14:46:18,26.259,26259
3,10,Pierre Gasly,2,51,14:02:01,24.627,24627
3,31,Yuki Tsunoda,1,11,14:38:40,31.257,31257
3,31,Yuki Tsunoda,2,46,16:07:05,22.495,22495
3,24,Kimi Raikkonen,1,16,16:51:11,31.115,31115
3,24,Kimi Raikkonen,2,32,16:11:16,22.316,22316
3,24,Kimi Raikkonen,3,50,15:42:59,25.326,25326
3,11,Antonio Giovinazzi,1,37,15:44:57,25.028,25028
3,26,George Russell,1,24,14:17:49,23.153,23153
3,26,George Russell,2,28,15:24:21,21.522,21522
3,15,Nicholas Latifi,1,19,15:59:12,21.637,21637
3,15,Nicholas Latifi,2,24,15:11:41,30.499,30499
3,15,Nicholas Latifi,3,36,14:09:34,28.561,28561
3,29,Mick Schumacher,1,21,14:58:28,31.040,31040
3,29,Mick Schumacher,2,47,14:02:04,24.743,24743
3,19,Nikita Mazepin,1,54,15:01:57,24.605,24605
4,32,Max Verstappen,1,48,14:42:24,20.514,20514
4,32,Max Verstappen,2,49,14:44:21,24.865,24865
4,22,Sergio Perez,1,8,15:27:25,28.539,28539
4,22,Sergio Perez,2,40,16:14:00,21.648,21648
4,22,Sergio Perez,3,44,16:52:49,26.798,26798
4,13,Lewis Hamilton,1,42,15:43:19,26.380,26380
4,13,Lewis Hamilton,2,44,14:40:41,27.063,27063
4,6,Valtteri Bottas,1,42,14:53:29,26.071,26071
4,17,Charles Leclerc,1,26,14:35:02,23.827,23827
4,17,Charles Leclerc,2,49,16:12:19,26.794,26794
4,27,Carlos Sainz,1,14,15:31:05,31.785,31785
4,27,Carlos Sainz,2,48,15:47:12,30.867,30867
4,20,Lando Norris,1,20,16:37:15,20.915,20915
4,25,Daniel Ricciardo,1,12,15:31:34,31.041,31041
4,25,Daniel Ricciardo,2,42,14:02:21,27.861,27861
4,2,Fernando Alonso,1,54,15:07:13,21.201,21201
4,21,Esteban Ocon,1,37,16:09:47,31.609,31609
4,21,Esteban Ocon,2,41,14:59:04,29.992,29992
4,21,Esteban Ocon,3,50,16:09:31,21.104,21104
4,33,Sebastian Vettel,1,38,14:44:41,21.250,21250
4,33,Sebastian Vettel,2,47,14:11:40,22.638,22638
4,30,Lance Stroll,1,27,15:39:10,22.094,22094
4,10,Pierre Gasly,1,12,16:51:39,28.645,28645
4,10,Pierre Gasly,2,14,14:51:12,24.113,24113
4,10,Pierre Gasly,3,15,15:51:53,27.483,27483
4,31,Yuki Tsunoda,1,28,16:36:34,22.479,22479
4,31,Yuki Tsunoda,2,33,15:53:50,22.750,22750
4,31,Yuki Tsunoda,3,51,14:37:11,23.993,23993
4,24,Kimi Raikkonen,1,15,15:10:44,22.814,22814
4,24,Kimi Raikkonen,2,25,16:10:28,26.560,26560
4,11,Antonio Giovinazzi,1,45,14:06:50,21.166,21166
4,26,George Russell,1,18,15:05:00,20.756,20756
4,26,George Russell,2,32,14:59:05,20.618,20618
4,26,George Russell,3,47,16:56:18,31.178,31178
4,15,Nicholas Latifi,1,38,14:09:40,22.579,22579
4,15,Nicholas Latifi,2,52,16:28:26,24.939,24939
4,29,Mick Schumacher,1,19,16:02:38,30.503,30503
4,19,Nikita Mazepin,1,39,14:40:52,30.527,30527
5,32,Max Verstappen,1,30,16:15:12,20.574,20574
5,32,Max Verstappen,2,34,16:06:39,22.425,22425
5,22,Sergio Perez,1,40,15:49:40,24.092,24092
5,22,Sergio Perez,2,42,14:17:03,31.302,31302
5,13,Lewis Hamilton,1,17,15:31:11,31.727,31727
5,6,Valtteri Bottas,1,10,16:23:18,21.385,21385
5,17,Charles Leclerc,1,24,16:51:56,25.977,25977
5,27,Carlos Sainz,1,10,16:11:10,21.359,21359
5,27,Carlos Sainz,2,14,15:32:07,20.976,20976
5,20,Lando Norris,1,23,16:37:20,27.787,27787
5,25,Daniel Ricciardo,1,28,14:20:14,24.269,24269
5,25,Daniel Ricciardo,2,51,14:47:26,22.106,22106
5,2,Fernando Alonso,1,12,16:31:03,28.216,28216
5,2,Fernando Alonso,2,22,14:13:59,27.641,27641
5,2,Fernando Alonso,3,32,15:11:24,30.484,30484
5,21,Esteban Ocon,1,37,16:22:17,23.681,23681
5,21,Esteban Ocon,2,54,15:08:02,23.813,23813
5,33,Sebastian Vettel,1,11,14:54:29,22.736,22736
5,33,Sebastian Vettel,2,25,15:10:48,28.013,28013
5,30,Lance Stroll,1,26,16:39:57,23.068,23068
5,30,Lance Stroll,2,46,16:35:54,23.284,23284
5,10,Pierre Gasly,1,34,15:55:13,29.048,29048
5,31,Yuki Tsunoda,1,25,16:27:47,20.737,20737
5,31,Yuki Tsunoda,2,37,14:20:27,24.541,24541
5,24,Kimi Raikkonen,1,17,14:26:02,29.899,29899
5,24,Kimi Raikkonen,2,45,15:46:49,21.156,21156
5,11,Antonio Giovinazzi,1,35,15:51:51,26.960,26960
5,11,Antonio Giovinazzi,2,41,14:28:31,31.913,31913
5,26,George Russell,1,43,16:46:26,20.703,20703
5,15,Nicholas Latifi,1,16,16:05:01,24.416,24416
5,15,Nicholas Latifi,2,26,16:19:10,28.360,28360
5,15,Nicholas Latifi,3,30,16:47:37,28.024,28024
5,29,Mick Schumacher,1,37,14:55:45,28.098,28098
5,19,Nikita Mazepin,1,31,16:40:00,28.107,28107
5,19,Nikita Mazepin,2,48,14:24:57,30.777,30777
6,32,Max Verstappen,1,10,15:48:17,25.359,25359
6,32,Max Verstappen,2,41,16:34:36,31.936,31936
6,22,Sergio Perez,1,13,15:47:59,30.665,30665
6,22,Sergio Perez,2,51,16:58:43,21.398,21398
6,13,Lewis Hamilton,1,11,15:29:39,26.774,26774
6,13,Lewis Hamilton,2,15,15:23:11,21.169,21169
6,6,Valtteri Bottas,1,12,16:49:13,29.687,29687
6,6,Valtteri Bottas,2,53,15:15:34,22.767,22767
6,17,Charles Leclerc,1,38,16:13:48,30.004,30004
6,27,Carlos Sainz,1,22,15:32:43,26.278,26278
6,27,Carlos Sainz,2,28,15:03:04,27.429,27429
6,20,Lando Norris,1,36,16:53:07,28.715,28715
6,20,Lando Norris,2,39,16:34:43,28.203,28203
6,25,Daniel Ricciardo,1,26,16:44:51,26.531,26531
6,25,Daniel Ricciardo,2,36,14:57:56,21.575,21575
6,25,Daniel Ricciardo,3,47,14:05:25,28.001,28001
6,2,Fernando Alonso,1,12,15:07:44,23.199,23199
6,2,Fernando Alonso,2,14,15:09:55,22.924,22924
6,2,Fernando Alonso,3,26,16:40:01,23.846,23846
6,21,Esteban Ocon,1,42,15:22:26,22.663,22663
6,21,Esteban Ocon,2,51,16:41:01,27.772,27772
6,33,Sebastian Vettel,1,9,16:41:21,24.306,24306
6,33,Sebastian Vettel,2,12,16:21:41,27.245,27245
6,30,Lance Stroll,1,28,16:44:33,30.221,30221
6,30,Lance Stroll,2,39,15:29:19,29.486,29486
6,10,Pierre Gasly,1,18,14:30:23,24.759,24759
6,10,Pierre Gasly,2,27,14:09:22,25.220,25220
6,31,Yuki Tsunoda,1,18,16:34:18,23.134,23134
6,31,Yuki Tsunoda,2,47,14:53:45,23.486,23486
6,24,Kimi Raikkonen,1,17,14:07:02,23.141,23141
6,24,Kimi Raikkonen,2,50,16:08:28,25.687,25687
6,11,Antonio Giovinazzi,1,19,16:02:42,29.715,29715
6,11,Antonio Giovinazzi,2,21,15:09:23,25.692,25692
6,26,George Russell,1,18,14:58:01,25.440,25440
6,26,George Russell,2,42,15:49:09,27.128,27128
6,15,Nicholas Latifi,1,8,16:21:41,29.448,29448
6,15,Nicholas Latifi,2,17,15:57:18,25.342,25342
6,15,Nicholas Latifi,3,28,16:09:51,29.899,29899
6,29,Mick Schumacher,1,29,14:46:30,31.790,31790
6,29,Mick Schumacher,2,36,14:43:35,21.156,21156
6,19,Nikita Mazepin,1,9,16:53:14,27.080,27080
7,32,Max Verstappen,1,13,16:41:12,21.401,21401
7,32,Max Verstappen,2,28,16:14:50,30.058,30058
7,22,Sergio Perez,1,9,16:54:28,21.869,21869
7,22,Sergio Perez,2,20,16:05:32,31.593,31593
7,22,Sergio Perez,3,25,14:31:20,26.962,26962
7,13,Lewis Hamilton,1,11,15:25:09,31.424,31424
7,13,Lewis Hamilton,2,40,15:24:23,27.506,27506
7,6,Valtteri Bottas,1,30,15:28:55,26.256,26256
7,17,Charles Leclerc,1,21,16:26:51,27.778,27778
7,17,Charles Leclerc,2,54,15:10:51,27.749,27749
7,27,Carlos Sainz,1,35,14:53:37,27.286,27286
7,27,Carlos Sainz,2,54,14:09:13,30.296,30296
7,20,Lando Norris,1,29,16:48:24,21.583,21583
7,20,Lando Norris,2,41,14:26:40,21.949,21949
7,25,Daniel Ricciardo,1,19,16:36:48,28.071,28071
7,25,Daniel Ricciardo,2,34,14:11:53,22.743,22743
7,25,Daniel Ricciardo,3,43,15:35:31,26.754,26754
7,2,Fernando Alonso,1,27,15:31:35,30.088,30088
7,21,Esteban Ocon,1,9,14:16:19,20.540,20540
7,21,Esteban Ocon,2,22,16:30:07,30.994,30994
7,33,Sebastian Vettel,1,26,15:58:44,23.438,23438
7,33,Sebastian Vettel,2,34,14:01:07,31.064,31064
7,30,Lance Stroll,1,12,16:23:37,30.312,30312
7,30,Lance Stroll,2,39,16:27:55,28.372,28372
7,10,Pierre Gasly,1,38,14:23:32,31.874,31874
7,10,Pierre Gasly,2,51,14:54:16,29.925,29925
7,31,Yuki Tsunoda,1,11,15:29:56,22.894,22894
7,24,Kimi Raikkonen,1,18,15:23:26,21.366,21366
7,24,Kimi Raikkonen,2,30,15:03:18,30.924,30924
7,11,Antonio Giovinazzi,1,12,14:49:40,28.919,28919
7,11,Antonio Giovinazzi,2,48,14:38:48,23.502,23502
7,26,George Russell,1,28,16:51:19,25.680,25680
7,15,Nicholas Latifi,1,31,16:37:22,22.070,22070
7,15,Nicholas Latifi,2,52,14:08:33,22.854,22854
7,29,Mick Schumacher,1,34,14:06:13,26.075,26075
7,29,Mick Schumacher,2,39,16:14:53,23.032,23032
7,19,Nikita Mazepin,1,43,16:53:33,30.550,30550
8,32,Max Verstappen,1,43,15:29:58,22.367,22367
8,32,Max Verstappen,2,52,14:52:08,21.751,21751
8,32,Max Verstappen,3,53,15:22:19,20.784,20784
8,22,Sergio Perez,1,16,16:48:21,30.291,30291
8,22,Sergio Perez,2,36,16:19:01,23.321,23321
8,13,Lewis Hamilton,1,15,16:09:44,22.608,22608
8,13,Lewis Hamilton,2,22,15:08:13,24.212,24212
8,6,Valtteri Bottas,1,13,16:48:50,27.460,27460
8,17,Charles Leclerc,1,9,15:02:12,28.434,28434
8,27,Carlos Sainz,1,50,16:03:30,28.912,28912
8,20,Lando Norris,1,24,14:19:42,21.209,21209
8,25,Daniel Ricciardo,1,14,16:13:37,22.528,22528
8,2,Fernando Alonso,1,19,14:09:54,20.979,20979
8,2,Fernando Alonso,2,30,16:22:22,25.044,25044
8,2,Fernando Alonso,3,50,16:49:46,23.130,23130
8,21,Esteban Ocon,1,40,14:52:37,21.619,21619
8,21,Esteban Ocon,2,44,16:13:45,20.729,20729
8,33,Sebastian Vettel,1,26,16:00:46,23.314,23314
8,30,Lance Stroll,1,21,16:30:23,28.760,28760
8,10,Pierre Gasly,1,19,14:11:53,31.535,31535
8,10,Pierre Gasly,2,36,15:27:13,26.313,26313
8,31,Yuki Tsunoda,1,15,14:29:07,25.649,25649
8,31,Yuki Tsunoda,2,34,14:31:48,29.015,29015
8,24,Kimi Raikkonen,1,26,14:20:31,21.165,21165
8,24,Kimi Raikkonen,2,43,15:18:29,22.395,22395
8,11,Antonio Giovinazzi,1,27,14:35:26,27.773,27773
8,11,Antonio Giovinazzi,2,51,15:12:54,25.261,25261
8,26,George Russell,1,38,15:11:00,31.626,31626
8,15,Nicholas Latifi,1,14,15:33:42,26.994,26994
8,15,Nicholas Latifi,2,39,14:07:09,31.584,31584
8,15,Nicholas Latifi,3,51,15:44:37,26.968,26968
8,29,Mick Schumacher,1,12,15:12:38,23.761,23761
8,29,Mick Schumacher,2,18,14:14:53,27.123,27123
8,29,Mick Schumacher,3,31,16:31:17,27.458,27458
8,19,Nikita Mazepin,1,25,15:22:30,31.048,31048
8,19,Nikita Mazepin,2,45,16:25:31,31.422,31422
9,32,Max Verstappen,1,17,14:16:31,22.270,22270
9,32,Max Verstappen,2,37,14:40:08,28.647,28647
9,22,Sergio Perez,1,11,15:43:01,21.617,21617
9,13,Lewis Hamilton,1,32,14:19:39,25.856,25856
9,13,Lewis Hamilton,2,46,14:48:04,30.711,30711
9,13,Lewis Hamilton,3,51,16:49:31,31.331,31331
9,6,Valtteri Bottas,1,20,15:31:32,31.347,31347
9,6,Valtteri Bottas,2,26,16:21:51,24.787,24787
9,17,Charles Leclerc,1,9,14:24:28,27.551,27551
9,17,Charles Leclerc,2,10,15:28:29,25.653,25653
9,17,Charles Leclerc,3,42,14:11:35,21.089,21089
9,27,Carlos Sainz,1,27,15:27:08,23.189,23189
9,27,Carlos Sainz,2,53,16:24:31,25.619,25619
9,20,Lando Norris,1,44,16:35:43,28.537,28537
9,20,Lando Norris,2,51,16:30:30,29.337,29337
9,25,Daniel Ricciardo,1,18,15:16:31,21.413,21413
9,25,Daniel Ricciardo,2,40,15:39:43,30.183,30183
9,2,Fernando Alonso,1,26,14:37:02,21.506,21506
9,2,Fernando Alonso,2,28,15:22:51,22.600,22600
9,21,Esteban Ocon,1,9,15:06:27,26.091,26091
9,21,Esteban Ocon,2,48,15:26:22,26.154,26154
9,33,Sebastian Vettel,1,23,14:41:19,24.556,24556
9,30,Lance Stroll,1,12,14:21:10,25.495,25495
9,30,Lance Stroll,2,52,16:20:02,20.822,20822
9,10,Pierre Gasly,1,35,15:17:01,28.933,28933
9,10,Pierre Gasly,2,44,15:37:01,31.902,31902
9,31,Yuki Tsunoda,1,28,14:51:31,29.880,29880
9,31,Yuki Tsunoda,2,32,16:43:13,22.139,22139
9,31,Yuki Tsunoda,3,44,15:32:51,26.004,26004
9,24,Kimi Raikkonen,1,18,15:23:27,30.573,30573
9,24,Kimi Raikkonen,2,29,15:40:54,23.805,23805
9,11,Antonio Giovinazzi,1,12,15:03:19,25.208,25208
9,11,Antonio Giovinazzi,2,21,15:51:14,29.896,29896
9,11,Antonio Giovinazzi,3,42,16:05:45,30.732,30732
9,26,George Russell,1,14,14:36:51,24.978,24978
9,26,George Russell,2,29,15:27:13,29.200,29200
9,26,George Russell,3,45,14:41:52,26.190,26190
9,15,Nicholas Latifi,1,27,16:20:12,31.370,31370
9,15,Nicholas Latifi,2,35,15:16:39,27.288,27288
9,29,Mick Schumacher,1,43,14:40:45,23.458,23458
9,29,Mick Schumacher,2,50,14:36:31,28.957,28957
9,19,Nikita Mazepin,1,37,16:34:51,24.889,24889
10,32,Max Verstappen,1,35,14:33:12,30.768,30768
10,32,Max Verstappen,2,44,15:09:15,26.468,26468
10,22,Sergio Perez,1,51,15:26:20,25.419,25419
10,13,Lewis Hamilton,1,12,15:52:18,27.257,27257
10,13,Lewis Hamilton,2,21,14:16:43,31.084,31084
10,13,Lewis Hamilton,3,48,14:25:15,30.350,30350
10,6,Valtteri Bottas,1,20,14:51:52,20.953,20953
10,17,Charles Leclerc,1,39,15:41:57,27.645,27645
10,17,Charles Leclerc,2,43,14:10:17,21.106,21106
10,27,Carlos Sainz,1,24,16:35:11,25.051,25051
10,20,Lando Norris,1,10,14:03:55,28.460,28460
10,20,Lando Norris,2,54,15:38:19,21.875,21875
10,25,Daniel Ricciardo,1,31,14:25:53,31.271,31271
10,25,Daniel Ricciardo,2,34,14:07:36,22.802,22802
10,25,Daniel Ricciardo,3,50,14:33:42,28.696,28696
10,2,Fernando Alonso,1,24,14:38:07,21.978,21978
10,2,Fernando Alonso,2,39,15:53:37,25.634,25634
10,2,Fernando Alonso,3,41,16:47:15,26.888,26888
10,21,Esteban Ocon,1,14,14:17:28,23.369,23369
10,21,Esteban Ocon,2,17,15:55:37,27.190,27190
10,21,Esteban Ocon,3,21,15:34:23,21.416,21416
10,33,Sebastian Vettel,1,15,15:30:43,29.441,29441
10,33,Sebastian Vettel,2,28,15:56:50,24.536,24536
10,30,Lance Stroll,1,31,15:01:41,26.525,26525
10,30,Lance Stroll,2,38,14:53:47,30.425,30425
10,30,Lance Stroll,3,53,14:44:58,31.349,31349
10,10,Pierre Gasly,1,23,15:19:40,29.555,29555
10,10,Pierre Gasly,2,24,15:57:51,31.978,31978
10,31,Yuki Tsunoda,1,23,15:00:58,27.748,27748
10,31,Yuki Tsunoda,2,42,15:19:05,26.938,26938
10,24,Kimi Raikkonen,1,21,15:40:20,23.125,23125
10,24,Kimi Raikkonen,2,23,15:50:02,31.058,31058
10,24,Kimi Raikkonen,3,27,14:52:49,24.989,24989
10,11,Antonio Giovinazzi,1,29,14:52:10,27.420,27420
10,11,Antonio Giovinazzi,2,34,15:32:04,31.943,31943
10,11,Antonio Giovinazzi,3,38,15:38:46,26.264,26264
10,26,George Russell,1,28,14:41:41,20.948,20948
10,26,George Russell,2,37,16:28:50,23.510,23510
10,26,George Russell,3,52,14:00:25,31.003,31003
10,15,Nicholas Latifi,1,27,16:05:07,25.640,25640
10,29,Mick Schumacher,1,41,14:54:38,31.136,31136
10,19,Nikita Mazepin,1,28,16:08:16,28.337,28337
10,19,Nikita Mazepin,2,36,16:37:52,23.342,23342
11,32,Max Verstappen,1,20,15:23:11,21.882,21882
11,32,Max Verstappen,2,26,15:53:56,26.947,26947
11,22,Sergio Perez,1,9,16:40:14,31.102,31102
11,22,Sergio Perez,2,43,15:12:16,21.957,21957
11,13,Lewis Hamilton,1,11,16:27:38,27.070,27070
11,13,Lewis Hamilton,2,18,14:05:23,24.762,24762
11,6,Valtteri Bottas,1,44,14:45:33,22.422,22422
11,17,Charles Leclerc,1,37,14:14:45,28.596,28596
11,17,Charles Leclerc,2,51,14:55:52,23.828,23828
11,27,Carlos Sainz,1,26,14:27:54,26.759,26759
11,27,Carlos Sainz,2,39,16:13:52,23.885,23885
11,20,Lando Norris,1,20,14:26:50,27.353,27353
11,20,Lando Norris,2,51,14:18:16,22.891,22891
11,25,Daniel Ricciardo,1,36,15:37:43,24.568,24568
11,2,Fernando Alonso,1,8,14:55:20,28.182,28182
11,2,Fernando Alonso,2,13,15:43:13,31.854,31854
11,21,Esteban Ocon,1,35,15:04:06,30.284,30284
11,21,Esteban Ocon,2,53,14:03:21,29.625,29625
11,33,Sebastian Vettel,1,30,16:45:47,31.490,31490
11,33,Sebastian Vettel,2,38,14:16:32,21.245,21245
11,33,Sebastian Vettel,3,46,15:19:25,30.652,30652
11,30,Lance Stroll,1,16,16:11:16,21.173,21173
11,30,Lance Stroll,2,43,16:31:59,23.283,23283
11,10,Pierre Gasly,1,16,15:45:33,21.968,21968
11,10,Pierre Gasly,2,37,14:16:07,27.593,27593
11,31,Yuki Tsunoda,1,16,16:23:59,25.103,25103
11,31,Yuki Tsunoda,2,39,15:57:56,27.546,27546
11,24,Kimi Raikkonen,1,24,15:57:10,25.628,25628
11,24,Kimi Raikkonen,2,41,16:31:48,25.669,25669
11,11,Antonio Giovinazzi,1,43,14:12:09,27.708,27708
11,11,Antonio Giovinazzi,2,48,14:11:02,21.394,21394
11,11,Antonio Giovinazzi,3,50,15:10:45,28.204,28204
11,26,George Russell,1,15,15:22:45,21.168,21168
11,26,George Russell,2,39,15:29:31,29.689,29689
11,15,Nicholas Latifi,1,54,14:22:05,22.925,22925
11,29,Mick Schumacher,1,26,14:47:32,23.459,23459
11,19,Nikita Mazepin,1,44,16:00:33,23.979,23979
11,19,Nikita Mazepin,2,45,14:26:58,29.851,29851
11,19,Nikita Mazepin,3,50,14:49:31,21.758,21758
12,32,Max Verstappen,1,9,16:43:07,25.157,25157
12,32,Max Verstappen,2,29,15:37:59,26.958,26958
12,22,Sergio Perez,1,9,15:53:45,21.828,21828
12,22,Sergio Perez,2,17,15:29:40,31.305,31305
12,22,Sergio Perez,3,28,16:42:00,24.912,24912
12,13,Lewis Hamilton,1,10,15:20:46,30.696,30696
12,13,Lewis Hamilton,2,49,14:13:55,29.825,29825
12,6,Valtteri Bottas,1,49,15:51:03,25.135,25135
12,17,Charles Leclerc,1,43,14:25:16,26.748,26748
12,17,Charles Leclerc,2,46,14:49:55,23.416,23416
12,27,Carlos Sainz,1,9,15:49:25,23.169,23169
12,27,Carlos Sainz,2,21,16:48:41,25.168,25168
12,20,Lando Norris,1,27,15:47:51,28.542,28542
12,25,Daniel Ricciardo,1,16,16:06:53,26.382,26382
12,25,Daniel Ricciardo,2,46,16:12:31,26.520,26520
12,25,Daniel Ricciardo,3,51,15:30:17,27.798,27798
12,2,Fernando Alonso,1,13,15:39:11,27.422,27422
12,2,Fernando Alonso,2,35,16:27:05,27.612,27612
12,21,Esteban Ocon,1,29,16:14:41,28.094,28094
12,33,Sebastian Vettel,1,17,16:41:33,29.138,29138
12,33,Sebastian Vettel,2,39,15:29:27,21.875,21875
12,30,Lance Stroll,1,38,14:08:43,25.421,25421
12,10,Pierre Gasly,1,23,16:03:35,25.341,25341
12,10,Pierre Gasly,2,35,14:32:06,21.753,21753
